index,id,SMILES,FFV,SMILES_Length,Stars,Carbons,Oxygens,Nitrogens,Equals,split,MolWt,NumValenceElectrons,TPSA,AliphRings,AroRings,Rotatable_Bonds,H_Bonds,Balaban_J_value
1746,471167389,*C(=O)Oc1c(C)cc(C(c2cc(C)c(OC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(-c5cc(C)c(N6C(=O)c7ccc(*)cc7C6=O)c(C)c5)cc3C)C4=O)c(C)c2)(C(F)(F)F)C(F)(F)F)cc1C,0.39965257,140,2,53,8,2,6,train,944.8810000000002,350.0,127.35999999999999,2.0,6.0,8.0,5.0,1.0668045447555359
5858,1588466256,*CC(*)c1ccc(CC)cc1,0.4044765,18,2,10,0,0,0,train,132.206,52.0,0.0,0.0,1.0,3.0,0.0,2.7704468152698754
2993,813214787,*Nc1ccc2c(c1N*)-c1ccccc1-c1ccccc1-c1ccccc1-2,0.36739742,44,2,24,0,2,0,train,332.4060000000001,122.0,24.06,1.0,4.0,2.0,2.0,2.012188537379747
7026,1898882612,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc(*)n5-c5ccc(S(=O)(=O)c6ccccc6)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.38778693,103,2,41,4,3,2,train,769.7230000000005,276.0,83.31,0.0,7.0,10.0,3.5,1.1128949783868194
2953,802299717,*Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4cccc(C(C)(C)c5ccc(Oc6ccc(C(=O)Nc7ccc(Oc8ccc(C(C)(C)c9ccc(*)cc9)cc8)cc7)cc6)cc5)c4)cc3)cc2)cc1,0.36924917,129,2,65,6,2,2,train,961.1710000000002,362.0,95.12000000000002,0.0,9.0,17.0,5.0,0.760837592457327
6418,1740996788,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7ccccc7)[nH]c6*)cc5)cc4)c3)cc2)cc1,0.38321715,86,2,41,4,2,2,train,610.6690000000002,224.0,81.28,0.0,7.0,10.0,3.5,0.9900650862063997
119,35288312,*c1ccc(C=Nc2ccc(C(c3ccccc3)c3ccc(N=Cc4ccc(-c5ccc(*)s5)cc4)cc3)cc2)cc1,0.40126347,69,2,37,0,2,2,train,530.6960000000003,190.0,24.72,0.0,6.0,8.0,1.0,1.196202762428609
2012,543084242,*c1ccc2c3ccc(-c4sc(-c5ccc(-c6cc(CCCCCC)c(*)s6)c6nsnc56)cc4CCCCCC)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,0.42631402,94,2,55,0,3,0,train,870.3949999999991,324.0,30.71,0.0,7.0,28.0,1.5,1.2664784139892438
5559,1508770794,*c1ccc(C2(c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c3ccccc3-c3ccccc32)cc1,0.41356417,89,2,41,5,2,4,train,622.6360000000002,226.0,83.99000000000001,3.0,6.0,5.0,3.5,1.0675776290585597
1548,415110926,*C(=O)Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc8c(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cccc78)cc5)C6=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.36565404,167,2,67,10,4,6,train,1173.0470000000003,428.0,169.87999999999997,2.0,10.0,15.0,8.0,0.6701988205954996
5143,1393430812,*Nc1ccc(CC[C@H](c2ccccc2)c2ccc(N*)cc2)cc1,0.34550971,41,2,21,0,2,0,train,300.40500000000003,114.0,24.06,0.0,3.0,7.0,2.0,1.80147661666263
7024,1898005321,*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C(*)=O)cc2OCCCCCCCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,0.35740991,120,2,56,12,4,4,train,993.2079999999994,388.0,182.28,2.0,4.0,36.0,8.0,0.8428696212139
5203,1411415365,*CCOC(=O)c1cc(C(=O)O*)cc(C(C)(C)C)c1,0.35812909,36,2,14,4,0,2,train,248.27799999999996,96.0,52.60000000000001,0.0,1.0,4.0,2.0,3.2311631908405216
2251,610467941,*c1ccc(Oc2ccc(-c3nc4cc(Oc5ccc(NC(=O)c6cc(C(=O)Nc7ccc(Oc8ccc9nc(-c%10ccccc%10)c(*)nc9c8)cc7)cc(N7C(=O)c8ccccc8C7=O)c6)cc5)ccc4nc3-c3ccccc3)cc2)cc1,0.37759682,145,2,68,7,7,4,train,1068.118,390.0,174.82999999999998,1.0,12.0,14.0,8.0,0.7167785609460263
378,104905382,*Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c(*)c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,0.39776859,93,2,40,6,0,4,train,674.8400000000003,242.0,86.74000000000001,0.0,6.0,8.0,3.0,1.2489190598951632
7685,2072452393,*c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOCCOc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,0.34535563,97,2,37,8,2,4,train,740.6090000000004,274.0,111.68,2.0,4.0,14.0,5.0,0.8892018118493108
6810,1848203526,*c1cc(C(=O)NCCCCCCCCCC)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,0.36805739,75,2,33,5,3,5,train,549.6270000000003,208.0,103.85999999999999,2.0,3.0,12.0,4.5,1.2778556866163802
2589,702860275,*c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Sc4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc1)C2=O,0.38497663,99,2,35,4,2,4,train,732.6830000000003,254.0,74.76,2.0,5.0,7.0,3.0,1.0005421407015616
7284,1967479741,*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(c4cc(C)c(*)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)c(Br)c2)cc1Br,0.41274823,90,2,31,4,0,2,train,764.3760000000001,232.0,52.60000000000001,0.0,4.0,7.0,2.0,1.8031310094034922
816,228992973,*c1ccc(N(c2ccc(OC)cc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.40284317,90,2,35,7,3,6,train,627.6340000000002,224.0,121.37,2.0,5.0,7.0,5.0,1.1956857554509448
864,241371117,*c1ccc2c(c1)Sc1cc(-c3ccc(-c4ccc(*)s4)s3)ccc1N2CCCCCCCCCC,0.47689077,56,2,29,0,1,0,train,501.78600000000046,174.0,3.24,1.0,4.0,11.0,0.5,1.3293077055827938
4283,1155257724,*Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N*)cc4)cc3)cc2)cc1,0.35032863,53,2,27,2,2,0,train,408.50100000000003,154.0,42.519999999999996,0.0,4.0,8.0,3.0,1.4370164390312168
7426,2006448599,*c1ccc2c(c1)C(=O)N(c1c(C)cc(C3(c4cc(C)c(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c(C)c4)c4ccccc4-c4ccccc43)cc1C)C2=O,0.44643789,119,2,48,4,2,4,train,812.7659999999998,298.0,74.76,3.0,6.0,5.0,3.0,1.2076742154657714
348,98585154,*c1ccc(-c2cnc3cc(S(=O)(=O)c4ccc5nc(*)cnc5c4)ccc3n2)cc1,0.43056013,54,2,22,2,4,2,train,396.4310000000001,138.0,85.7,0.0,5.0,3.0,3.0,1.551424539332271
4535,1220908034,*Nc1ccc(NC(=O)c2ccc(NC(=O)CCCCCCCCC(=O)Nc3ccc(C(*)=O)cc3)cc2)cc1C(=O)OCCCCCCCCCCCCCCCCCC,0.36094499,88,2,49,6,4,5,train,809.1049999999991,320.0,142.69999999999996,0.0,3.0,33.0,7.0,1.2403822536961733
6664,1809334970,*CC(*)(C)C(=O)OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.34226697,48,2,12,2,0,1,train,360.2159999999999,136.0,26.3,0.0,0.0,9.0,1.0,4.673322638683786
5483,1485862700,*c1ccc(-c2nc3cc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(C(c7ccc(N8C(=O)c9ccc(C(=O)Nc%10ccc(Oc%11ccc%12nc(-c%13ccccc%13)c(*)nc%12c%11)cc%10)cc9C8=O)cc7)(C(F)(F)F)C(F)(F)F)cc5)C6=O)cc4)ccc3nc2-c2ccccc2)cc1,0.38075733,200,2,79,8,8,6,train,1347.2570000000003,490.0,202.9799999999999,2.0,13.0,15.0,9.0,0.5970214917443267
6673,1810490415,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(C)CC(*)=O)cc2)C(=O)OC)cc1,0.33698176,60,2,26,7,1,4,train,467.5180000000003,180.0,107.99999999999999,0.0,2.0,14.0,4.5,1.8183743472236131
2876,783176072,*C(=O)OCCCSCCCCCCSCCCOC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,0.35879978,59,2,28,6,1,4,train,541.6910000000003,196.0,89.97999999999999,1.0,2.0,17.0,3.5,1.2227096817311098
7213,1949212177,*C(=O)Nc1ccc(-c2sc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc7ccc(Oc8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)cc7c6)cc4)C5=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,0.38350821,151,2,68,8,4,6,train,1073.155,386.0,151.42,2.0,11.0,13.0,7.0,0.679552252769923
2056,554199455,*c1ccc2c(c1)C(=O)N(c1cc(C(c3ccc(O)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)ccc1O)C2=O,0.37227168,112,2,34,6,2,4,train,774.4700000000004,280.0,115.22000000000003,2.0,4.0,5.0,5.0,1.5276164154471803
3949,1070036927,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,0.37048176,90,2,40,7,2,4,train,642.6230000000004,234.0,102.44999999999999,2.0,6.0,8.0,4.5,0.9137130925045358
5744,1560086845,*CC(C)(CCC)C(=O)O*,0.36777777,18,2,7,2,0,1,train,128.171,52.0,26.3,0.0,0.0,4.0,1.0,4.191688939477684
5580,1513366860,*O[Ca]OC(=O)c1ccccc1C(=O)OCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCOC(=O)c1ccccc1C(*)=O,0.3810089,76,2,34,12,2,6,train,710.7900000000002,262.0,181.85999999999996,0.0,2.0,25.0,8.0,1.3688131908359122
2337,637512395,*c1ccc(-c2cc(C(C)(C)C)c(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)c(C(C)(C)C)c2)cc1,0.40636639,107,2,43,5,2,4,train,714.7400000000002,266.0,83.99000000000001,2.0,5.0,5.0,3.5,1.2754217379389043
7951,2142712159,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OC)cc1,0.34491037,61,2,29,7,1,4,train,509.5990000000005,198.0,107.99999999999999,0.0,2.0,18.0,4.5,1.7004210649634752
79,20883601,*Cc1cc(C)c(CNC(=O)c2ccc(C(=O)N*)cc2)cc1C,0.33875515,40,2,18,2,2,2,train,294.35400000000004,112.0,58.2,0.0,2.0,5.0,3.0,2.053716099739959
2979,810570947,*C(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N3CCN(*)CC3)cc2)cc1,0.37489095,50,2,22,2,2,2,train,348.4460000000001,134.0,40.620000000000005,1.0,2.0,5.0,2.0,1.8144974171755277
5218,1416739755,*Nc1cccc(C2(c3cccc(N*)c3C)c3ccccc3-c3ccccc32)c1C,0.371195595,48,2,27,0,2,0,train,374.48700000000014,140.0,24.06,1.0,4.0,4.0,2.0,2.011880212848965
1443,388880540,*CC(*)c1cc(C(=O)OCCCCCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,0.38484165,50,2,31,3,0,1,train,464.69000000000034,186.0,35.53,0.0,2.0,19.0,1.5,1.9399201120082434
1913,515010874,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCC(*)=O)cc2)C(=O)OC)cc1,0.33673792,57,2,25,7,1,4,train,453.4910000000003,174.0,107.99999999999999,0.0,2.0,14.0,4.5,1.8071369409121034
7033,1900067504,*CCCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O*)cc2)cc1,0.35909112,42,2,19,4,2,3,train,338.36300000000006,128.0,76.99,0.0,2.0,9.0,3.5,1.8426449917089955
7819,2105289986,*CC(*)c1ccc(OC(C)(C)C)cc1,0.38657315,25,2,12,1,0,0,train,176.259,70.0,9.23,0.0,1.0,3.0,0.5,2.7248070729614184
4919,1333567417,*Nc1ccc(C2(c3ccc(N*)cc3)C=C(C(C)C)C=C[C@@H]2C(C)C)cc1,0.37150212,53,2,24,0,2,2,train,344.50200000000007,134.0,24.06,1.0,2.0,6.0,2.0,2.277341355605587
3118,845322563,*CCCCCCC(=O)N*,0.35135573,14,2,7,1,1,1,train,127.187,52.0,29.1,0.0,0.0,6.0,1.5,2.9549874302986416
7588,2049372451,*CCC([2H])C(*)([2H])C,0.40087335,21,2,5,0,0,0,train,72.147203556,30.0,0.0,0.0,0.0,3.0,0.0,3.5887346042650643
1944,523250559,*OC(C)CCCC(C)C(*)=O,0.36757334,19,2,8,2,0,1,train,142.19799999999998,58.0,26.3,0.0,0.0,6.0,1.0,3.3656266133826365
1251,336148935,*Oc1ccc(CC(C#N)(C#N)Cc2ccc(*)cc2)cc1,0.38321738,36,2,17,1,2,0,train,260.296,96.0,56.809999999999995,0.0,2.0,5.0,1.5,2.2196014709301153
7337,1981136743,*OC(COCCOC)COC(*)=O,0.33674194,19,2,7,5,0,1,train,176.16799999999998,70.0,53.99,0.0,0.0,8.0,2.5,3.4243464881467283
4446,1198345617,*OP(=O)(Oc1ccc(C(C)(C)c2ccc(*)cc2)cc1)Oc1c(Cl)cccc1Cl,0.36463475,53,2,21,4,0,1,train,435.24300000000017,144.0,44.760000000000005,0.0,3.0,7.0,2.0,1.8118554154878097
3827,1037933162,*Oc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.33585548,66,2,28,8,0,4,train,480.4280000000002,176.0,105.20000000000002,0.0,4.0,8.0,4.0,1.3222010971982723
1870,505372159,*Nc1ccc(C2(c3ccc(N*)cc3)C3=C(C=CCC3)c3ccccc32)cc1,0.3719327,49,2,25,0,2,2,train,348.449,130.0,24.06,2.0,3.0,4.0,2.0,1.8474989276974967
4602,1242192055,*CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,0.31017139,50,2,12,4,2,2,train,402.23800000000006,152.0,76.66000000000001,0.0,0.0,11.0,4.0,5.0811368676240285
2151,581609876,*c1ccc(Oc2ccc(-c3cnc4cc5nc(*)cnc5cc4n3)cc2)cc1,0.4131264,46,2,22,1,4,0,train,348.36500000000007,126.0,60.790000000000006,0.0,5.0,3.0,2.5,1.4532474388591765
5311,1444001096,*CC(*)C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.35282472,40,2,19,3,1,1,train,307.349,116.0,59.32,0.0,2.0,8.0,2.0,1.7663111519029238
1850,500257329,*C(=O)Nc1ccc(C2(c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Sc6ccc(Oc7ccc(Sc8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)cc7)cc6)cc4)C5=O)cc3)c3ccccc3-c3ccccc32)cc1,0.38040953,147,2,65,7,4,6,train,1077.212,382.0,142.19,3.0,10.0,13.0,6.5,0.6318291796531609
1115,298173145,*NC(=O)NCCCCCCNC(=O)Nc1cccc(*)n1,0.32647685,32,2,13,2,5,2,train,277.32800000000003,108.0,95.15,0.0,1.0,8.0,5.5,2.0013160064065074
3476,950984280,*c1ccc(OCCOc2ccc(C=Cc3ccc([N+](=O)[O-])cc3)c(OCCOc3ccc(-c4nc5ccc(Oc6ccc7nc(*)c(-c8ccccc8)nc7c6)cc5nc4-c4ccccc4)cc3)c2)cc1,0.37078887,121,2,58,7,5,2,train,919.994,340.0,140.85000000000002,0.0,10.0,18.0,6.0,0.8252607213868467
5637,1528618359,*Nc1ccc(C(C)(C)c2ccc(N*)cc2-c2ccccc2)cc1,0.35615321,40,2,21,0,2,0,train,300.40500000000003,114.0,24.06,0.0,3.0,5.0,2.0,2.1394494575986807
2906,790828475,*Nc1ccc(C(c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.3504904,65,2,23,2,2,2,train,464.365,170.0,58.199999999999996,0.0,3.0,6.0,3.0,2.0233796704455336
955,261334701,*Nc1ccc(-c2ccc(-c3c(-c4ccc5ccccc5c4)c(-c4ccc5ccccc5c4)c(N*)c(-c4ccc5ccccc5c4)c3-c3ccc4ccccc4c3)cc2)cc1,0.37406348,102,2,58,0,2,0,train,762.9560000000001,280.0,24.06,0.0,11.0,8.0,2.0,1.3271271434176786
3285,898827717,*C/C=C\COC(=O)CCCCCCCCC(=O)O*,0.35027613,29,2,14,4,0,3,train,254.3259999999999,102.0,52.60000000000001,0.0,0.0,12.0,2.0,3.246827246849549
7405,2002464485,*Nc1ccc(-c2c(N*)ccc3ccccc23)cc1,0.34543683,31,2,16,0,2,0,train,232.28600000000003,86.0,24.06,0.0,3.0,3.0,2.0,2.260318639931495
4397,1183565625,*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC,0.39011499,46,2,36,5,0,1,train,582.9510000000002,244.0,46.150000000000006,0.0,0.0,38.0,2.5,3.7662050088843477
5671,1536803717,*CC(C)(C)COC(=O)O*,0.35059905,18,2,6,3,0,1,train,130.14299999999997,52.0,35.53,0.0,0.0,3.0,1.5,3.60535738296411
53,12724819,*C=Cc1ccc2c(c1)Sc1cc(-c3ccc4c(c3)Sc3cc(*)ccc3N4c3ccc(OCCCCCCCCCCCC)cc3)ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,0.400601,100,2,60,2,2,1,train,941.4039999999991,354.0,24.94,2.0,6.0,28.0,2.0,0.9484111600090381
4931,1336441380,*CCCOC(=O)c1cccc(C(=O)O*)c1,0.3342418,27,2,11,4,0,2,train,206.19699999999997,78.0,52.60000000000001,0.0,1.0,5.0,2.0,2.7032492651261104
1547,414910324,*CCCCCC(*)CCCCCCCCCC,0.40749823,20,2,16,0,0,0,train,224.43199999999993,96.0,0.0,0.0,0.0,14.0,0.0,3.075907300513313
2704,735307697,*CCC(CC)CC(C)CNC(=O)c1ccc(C(=O)N*)cc1,0.34406893,37,2,17,2,2,2,train,288.39099999999996,114.0,58.2,0.0,1.0,9.0,3.0,2.47877012248691
499,139085360,*CCCC(*)(C)C(=O)O,0.31720928,17,2,6,2,0,1,train,114.14399999999998,46.0,37.3,0.0,0.0,4.0,1.5,3.7492538165840066
1999,539017358,*C(=O)c1ccc2nc(-c3ccc(-c4nc5ccc(*)cc5nc4-c4ccccc4)cc3)c(-c3ccccc3)nc2c1,0.44667573,71,2,35,1,4,1,train,512.5720000000002,186.0,68.63,0.0,7.0,5.0,2.5,1.3818241274466474
950,260201518,*OC(F)(F)COC(=O)c1cc(OCCCCC)cc(C(=O)OCC(*)(F)F)c1,0.33975909,49,2,17,6,0,2,train,394.31700000000006,150.0,71.06,0.0,1.0,12.0,3.0,2.9969087793102114
3397,930567238,*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5c(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc(C(C)(C)C)cc5C(C)(C)C)cc4C3=O)cc2)cc1,0.39862825,97,2,42,7,2,4,train,678.7410000000001,254.0,102.44999999999999,2.0,5.0,7.0,4.5,1.2182105929595173
5461,1481191612,*Nc1cc(C)c(Cc2ccc(CCCCCCCCCCCCCCCCCCCCc3ccc(Cc4c(C)cc(N*)cc4C)cc3)cc2)c(C)c1,0.3609597,76,2,50,0,2,0,train,699.1240000000004,280.0,24.06,0.0,4.0,27.0,2.0,0.8919017419977612
4208,1138097304,*CC(*)c1ccc(CCCCCCCCCCCCCCCCCC)cc1,0.40382331,34,2,26,0,0,0,train,356.63800000000015,148.0,0.0,0.0,1.0,19.0,0.0,1.8294417881819423
2969,807875474,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(Cc4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.36538681,62,2,30,4,0,2,train,448.5180000000002,168.0,52.6,0.0,4.0,8.0,2.0,1.387173879249162
7037,1901756978,*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(*)cc7C6=O)c5)c3)C4=O)cc2)cc1,0.36549109,114,2,48,7,4,7,train,804.7550000000001,288.0,150.03,2.0,7.0,9.0,6.5,0.9829319229981891
1484,398381683,*C(=Cc1cc(OC)c(C=C(c2ccc(F)cc2)c2ccc(-c3ccc(*)cc3)cc2)cc1OC)c1ccc(F)cc1,0.38687983,71,2,36,2,0,2,train,528.5980000000003,196.0,18.46,0.0,5.0,8.0,1.0,1.5900096734254225
5223,1417768053,*Nc1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(NC(=O)c3ccc4c(c3)Cc3cc(C(*)=O)ccc3-4)cc2)cc1,0.37694297,82,2,39,2,2,2,train,584.7510000000004,210.0,58.199999999999996,1.0,6.0,8.0,3.0,1.2174007136515683
4310,1160560393,*c1cccc(NC(=O)CCCCCCCC(=O)Nc2cccc(S(*)(=O)=O)c2)c1,0.34373731,50,2,21,4,2,4,train,400.50000000000006,148.0,92.34,0.0,2.0,11.0,4.0,1.570483184834665
7439,2009603005,*Nc1cccc(-c2cccc3ccccc23)c1N*,0.34900624,29,2,16,0,2,0,train,232.286,86.0,24.06,0.0,3.0,3.0,2.0,2.3112742704598594
5679,1540110087,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(N8C(=O)c9ccc(*)cc9C8=O)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,0.36739248,129,2,56,9,5,7,train,919.9060000000001,336.0,180.51999999999995,3.0,8.0,11.0,8.5,0.7616553909091407
7045,1904729380,*Nc1ccc2c(C)c3c(C)c(C)c(N*)c(C)c3cc2c1,0.3506461,38,2,18,0,2,0,train,262.356,100.0,24.06,0.0,3.0,2.0,2.0,2.538568992637702
1268,342537511,*Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)C(CC)C(CC)C(*)=O,0.33445863,51,2,22,7,0,4,train,396.39500000000027,150.0,95.97,0.0,2.0,9.0,3.5,2.226398466852885
876,243711331,*Oc1cc(CCCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,0.36723846,45,2,23,4,0,2,train,366.45700000000005,142.0,52.6,0.0,2.0,12.0,2.0,1.9760599005497428
7531,2035749307,*CC(*)OC(=O)c1ccc(OC(=O)CC)cc1,0.34337593,30,2,12,4,0,2,train,220.22399999999996,84.0,52.6,0.0,1.0,5.0,2.0,2.64502806568354
5392,1464019841,*Oc1ccc(NC(=O)c2ccc(-c3ccc(C(=O)Nc4ccc(Oc5ccc(C6(c7ccc(*)cc7)CC7CCC6C7)cc5)cc4)cc3)cc2)cc1,0.3665982,90,2,45,4,2,2,train,668.7930000000003,250.0,76.66,2.0,6.0,10.0,4.0,0.8677814550638412
6203,1682832675,*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(O*)cc2)cc1)c1ccccc1,0.35801462,66,2,33,7,2,2,train,574.6740000000002,222.0,94.06000000000002,0.0,4.0,20.0,4.5,1.1040169575392846
2767,751973346,*N=Nc1ccc([Te]c2ccc(*)cc2)cc1,0.35960485,29,2,12,0,2,1,train,307.81,72.0,24.72,0.0,2.0,3.0,1.0,2.1054924817695184
5092,1382529497,*O[Si](C)(C)O[Si](C)(C)C#Cc1ccc(C#C[Si](*)(C)C)cc1,0.4683381,50,2,16,2,0,0,train,330.60800000000006,110.0,18.46,0.0,1.0,3.0,1.0,2.8500614651689835
3843,1043405335,*c1ccc(-c2sc(-c3ccc(-c4cc(CCCCCCCC)c(*)s4)cc3)cc2CCCCCCCC)cc1,0.44716761,61,2,36,0,0,0,train,540.8820000000005,200.0,0.0,0.0,4.0,17.0,0.0,1.4471694334154743
2119,573601315,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(CC(*)=O)cc3)cc2)cc1,0.36097789,52,2,24,4,0,2,train,372.42000000000013,140.0,52.6,0.0,3.0,7.0,2.0,1.69815174437573
2239,606742148,*CCN*,0.40888608,5,2,2,0,1,0,train,43.068999999999996,18.0,12.03,0.0,0.0,2.0,1.0,2.19060968716425
6834,1852734307,*Nc1cc(N*)c(OC(=O)[C@H]2CC[C@@H](C(=O)Oc3cc(N)c(N)c(C)c3N)CC2)c(C)c1N,0.33922468,69,2,22,4,6,2,train,440.5040000000003,170.0,180.74000000000004,1.0,2.0,6.0,10.0,1.637702952135965
4613,1245028222,*Oc1ccc(Oc2ccc(NC(=C(C#N)C#N)c3ccc(C(Nc4ccc(*)cc4)=C(C#N)C#N)cc3)cc2)cc1,0.39351854,72,2,32,2,6,2,train,518.5360000000003,188.0,137.67999999999998,0.0,4.0,9.0,5.0,1.5942614150010148
7709,2078494815,*CC(*)(Cl)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OCCCC)cc2)cc1,0.34720014,50,2,22,6,0,2,train,418.87300000000016,154.0,71.06,0.0,2.0,12.0,3.0,1.7767409336994908
542,151009154,*Oc1cc(Oc2cccc(NC(=O)c3cc(Oc4ccc(C(=O)O)c(C(=O)Nc5cccc(*)c5)c4)ccc3C(=O)O)c2)ccc1C#N,0.33806241,84,2,35,9,3,4,train,627.5650000000002,230.0,184.28,0.0,5.0,11.0,8.0,1.3742136765902484
2722,740224734,*Nc1cc2c(cc1N*)[C@]1(C)c3c(ccc(N)c3N)[C@]3(C)c4cc(N)c(N)cc4[C@@]2(C)[C@@H]31,0.39437895,76,2,25,0,6,0,train,410.5250000000002,156.0,128.14,3.0,3.0,2.0,8.0,1.8539457891972515
5507,1495114099,*Nc1ccc(Cc2ccccc2Cc2ccc(N*)c(C)c2)cc1C,0.35364083,38,2,22,0,2,0,train,314.4320000000001,120.0,24.06,0.0,3.0,6.0,2.0,1.8404709179118328
6412,1738776210,*CC(*)P(=O)(N(C)C)N(C)C,0.37118508,23,2,6,1,2,1,train,162.17299999999997,60.0,23.550000000000004,0.0,0.0,4.0,1.5,4.753170486056204
31,6645418,*CCCCCNC(=O)CCCCC(=O)N*,0.3327408,23,2,11,2,2,2,train,212.29299999999998,86.0,58.2,0.0,0.0,10.0,3.0,3.2583571368038444
2149,580687337,*CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(C=C(C)c2ccc(O*)cc2)cc1,0.34074081,58,2,27,8,0,3,train,484.5450000000002,188.0,111.52000000000001,0.0,2.0,16.0,5.0,1.6339332301171239
