index,id,SMILES,FFV,SMILES_Length,Stars,Carbons,Oxygens,Nitrogens,Equals,split
2177,590866562,*Oc1ccc(OC(=O)c2ccc(OCCCCCCOc3ccc(C(*)=O)cc3)cc2)cc1N=Nc1ccc(C#N)cc1,0.35843895,68,2,33,6,3,3,train
6303,1706907888,*c1cccc(C(=O)Nc2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(NC(=O)c6cccc(N7C(=O)c8ccc(-c9cccc%10c9C(=O)N(*)C%10=O)cc8C7=O)c6)cc5)cc4)cc3)cc2)c1,0.35891264,132,2,54,10,4,8,train
3728,1012244611,*c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6nc7cc(-c8ccc9nc(-c%10ccccc%10)c(*)nc9c8)ccc7nc6-c6ccccc6)cc4)C5=O)cc3C2=O)cc1,0.41170662,129,2,57,5,6,5,train
1993,537664135,*CCCCCCOC(=O)OCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,0.34845785,54,2,29,9,0,2,train
4369,1177560732,*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC(*)=O)cc2)C(=O)OCC)cc1,0.33783278,60,2,26,7,1,4,train
4078,1102959825,*c1ccc(-c2nc3cc(S(=O)(=O)c4ccc5nc(-c6ccccc6)c(*)nc5c4)ccc3nc2-c2ccccc2)cc1,0.42858574,74,2,34,2,4,2,train
7647,2065007908,*C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4sc(-c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(-c5ccccc5)c4-c4ccccc4)cc2)C3=O)c1,0.38895508,119,2,52,6,4,6,train
7508,2029399840,*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.3346262,32,2,14,4,0,2,train
3038,822757140,*CNC(=O)OC(c1ccco1)C(OC(=O)NCc1ccc(C(C)(C)c2ccc(*)o2)o1)c1ccco1,0.35185553,63,2,25,8,2,2,train
2665,723903020,*c1cccc(Cc2cccc(N3C(=O)c4ccc([Si](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,0.38669859,77,2,31,4,2,4,train
6931,1874299815,*Nc1ccc(-c2cc(-c3ccccc3)c(N*)c(N)c2-c2ccccc2)cc1N,0.35451477,49,2,24,0,4,0,train
1208,323702728,*Nc1ccc(Cc2ccccc2C(C)(CCCCCCCCC)c2ccccc2Cc2ccc(N*)cc2)cc1,0.36176304,57,2,37,0,2,0,train
1655,445398297,*CC(*)c1ccccc1C(=O)Oc1ccccc1,0.3593053,28,2,15,2,0,1,train
7382,1995487445,*CC(*)(C)C(=O)OCCO[Si](C)(C)C,0.40711704,29,2,9,3,0,1,train
2152,581660606,*CC(*)(C)C(=O)OCCCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,0.33969728,49,2,23,6,0,2,train
5663,1535630026,*c1cc(C=Nc2ccc3c(c2)c2cc(N=Cc4cc(*)c(O)c(*)c4)ccc2n3CCCCCCCCCCCC)ccc1O,0.37679256,70,3,38,2,3,2,train
6366,1724528524,*CC(O)COc1ccc(C2CC(C(C)C)CCC2(C)c2ccc(O*)cc2)cc1,0.36433734,48,2,25,3,0,0,train
1661,446207313,*Nc1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c(N*)c(-c3ccccc3)c2-c2ccccc2)cc1,0.37411616,67,2,36,0,2,0,train
6110,1655950813,*OC1CCC(OC(=O)OCCCCCCCOC(*)=O)CC1,0.3452967,33,2,15,6,0,2,train
6847,1855457163,*Nc1ccc(-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccc(-c4ccc(N*)cc4)cc3)cc2)cc1,0.37596721,69,2,38,0,2,1,train
7673,2070641529,*c1ccc(C(=O)Oc2c(C)cc(C(c3cccnc3)c3cc(C)c(OC(=O)c4ccc(N5C(=O)CC(Nc6ccc(Cc7ccc(NC8CC(=O)N(*)C8=O)cc7)cc6)C5=O)cc4)c(C)c3)cc2C)cc1,0.3762598,128,2,57,8,5,6,train
610,169491723,*c1ccc(Oc2cccc3c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cccc23)cc1,0.37148684,85,2,38,6,2,4,train
7679,2071134178,*Nc1ccccc1/C(=C(\c1ccccc1)c1ccccc1N*)c1ccccc1,0.37548101,45,2,26,0,2,1,train
1516,406938063,*Oc1cccc(Oc2ccc(NC(=O)c3cc(NC(=O)c4ccc(OC(C)=O)cc4)cc(C(=O)Nc4ccc(*)cc4)c3)cc2)c1,0.3367398,81,2,35,7,3,4,train
1093,295260492,*C[Si](*)(C)CCCOCCOCCOC,0.36062899,23,2,10,3,0,0,train
3767,1022782104,*c1ccc2oc(-c3ccc(Oc4ccc(-c5nc6cc(C(*)(c7ccccc7)C(F)(F)F)ccc6o5)cc4)cc3)nc2c1,0.41979595,76,2,34,3,2,0,train
7915,2131565375,*Nc1cc2ccccc2c(Cc2c(N*)c(N)cc3ccccc23)c1N,0.34344352,41,2,21,0,4,0,train
6389,1731176824,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(C)(C)CCCCC(*)(C)C)cc5C4=O)cc3)cc1)C2=O,0.37011178,85,2,38,5,2,4,train
4569,1233336012,*CCOCCOc1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(O*)c3)cc2)c1,0.33599238,51,2,24,5,2,2,train
5562,1509770012,*c1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,0.39499825,102,2,37,5,2,5,train
6480,1757862881,*CCCCCCOC(=O)C(CCCCCP(=O)(O)O)C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(O*)cc2)cc1,0.3498874,72,2,32,10,2,3,train
3430,938927224,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7c(C)cc(Cc8cc(C)c(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)c(C)c8)cc7C)cc6C5=O)cc4)cc3)cc2)cc1,0.38112345,126,2,57,8,2,4,train
2475,673704172,*CC(*)(C)C(=O)OCCOCCOC,0.33828721,22,2,9,4,0,1,train
2622,712525184,*CC(*)c1cc(C(=O)Oc2ccc(OCCCCCC)cc2)ccc1C(=O)Oc1ccc(OCCCCCC)cc1,0.36539229,62,2,34,6,0,2,train
5948,1613665911,*Nc1ccc(NC(=O)CCCCC(*)=O)cc1,0.32538533,28,2,12,2,2,2,train
4953,1341702533,*C=Cc1ccc(C=Cc2ccc3c(c2)Sc2cc(*)ccc2N3c2ccc(OCCCCCCCCCCCC)cc2)cc1,0.3922989,65,2,39,1,1,2,train
2025,545845623,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccccc2)cc1,0.3472806,43,2,20,5,0,2,train
6849,1856962369,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)cc1)C2=O,0.35645832,77,2,30,6,3,6,train
5715,1550628326,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)c(Br)c4)(C(F)(F)F)C(F)(F)F)cc3Br)cc2)cc1,0.39473159,80,2,27,4,0,2,train
577,159895291,*CC(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)CN5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,0.35255561,130,2,50,8,4,6,train
684,190344544,*Nc1ccc(NC(=O)c2cc(C(*)=O)c(C(=O)O)cc2C(=O)O)cc1,0.29592785,48,2,16,6,2,4,train
4386,1181185977,*Nc1ccc2c(CC=C)c3c(CC=C)c(N*)ccc3cc2c1,0.34493349,38,2,20,0,2,2,train
6151,1669796123,*CCOCCOC(=O)NCCCCCCNC(=O)O*,0.33299427,27,2,12,5,2,2,train
2640,719137941,*CC#CC#CCOc1ccc(C(=O)OCCN(CCOC(=O)c2ccc(O*)cc2)c2ccc(N=Nc3ccc(N=Nc4cc(C)c([N+](=O)[O-])c(C)c4)cc3)cc2)cc1,0.3672374,105,2,44,8,6,5,train
3919,1060757060,*CC(C)=CC(C)S(*)(=O)=O,0.38497626,22,2,6,2,0,3,train
548,152255453,*Oc1ccc(Oc2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,0.34811185,45,2,20,5,0,2,train
4847,1311473361,*Oc1ccc(C(=Cc2cc(OC)c(C=C(c3ccc(*)cc3)c3ccc(C(F)(F)F)cc3)cc2OC)c2ccc(C(F)(F)F)cc2)cc1,0.3904137,85,2,38,3,0,2,train
4337,1168402050,*Oc1ccc(OC(=O)/C=C/c2ccc(/C=C/C(*)=O)cc2)cc1,0.34258266,44,2,18,4,0,4,train
364,102315862,*OP(=O)(Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1)OC1CCCCC1,0.36199402,49,2,18,6,0,3,train
4875,1321017513,*Oc1ccc(-c2ccc(C(C)(C)c3ccc(-c4ccc(OC(*)=O)c(F)c4)cc3)cc2)cc1F,0.36767878,62,2,28,3,0,1,train
4823,1301948076,*CC(OCC)C1C(=O)OC(=O)C1*,0.31032484,24,2,8,4,0,2,train
2777,754749806,*CCCOC(=O)CCCC(=O)O*,0.32464851,20,2,8,4,0,2,train
6898,1868095680,*CC(*)(C)C(=O)OCCCCc1ccc(N=Nc2ccc(OC(F)(F)F)cc2)cc1,0.35542759,51,2,21,3,2,2,train
4391,1182569183,*CC(OCC)C(C)(C(=O)OC)C(*)(C)C(=O)OC,0.35110044,35,2,12,5,0,2,train
6195,1679226425,*Nc1ccc(C2(c3ccc(N*)cc3)CCC2(c2ccc(N)cc2)c2ccc(N)cc2)cc1,0.37813226,56,2,28,0,4,0,train
7963,2144885299,*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)c4ccccc34)cc2)cc1,0.37892993,60,2,30,4,0,2,train
365,102324503,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(C)(CC)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.37130166,69,2,33,4,0,2,train
2068,555601753,*CC(*)c1ccc(C)nc1,0.41719903,17,2,8,0,1,0,train
656,182838821,*C[Si](*)(CCCCC)CCCCC,0.41744785,21,2,11,0,0,0,train
4317,1161685710,*Nc1ccc(C(=C)[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)cc1N*,0.35093584,60,2,18,0,2,1,train
1762,474558626,*NCCCc1c2ccccc2c(N*)c2ccccc12,0.33990323,29,2,17,0,2,0,train
2831,768384141,*CCCP(CCCCCCCC)CCCNC(=O)CCCCC(=O)N*,0.3656047,35,2,20,2,2,2,train
5725,1553955153,*CCCCCC(*)CC,0.40321995,12,2,8,0,0,0,train
7567,2044554925,*Nc1ccc2c(c1)[C@H]1CC[C@@H]2c2ccc(N*)cc21,0.3658294,41,2,16,0,2,0,train
4091,1105688396,*CCOc1ccc(S(=O)(=O)c2ccc(OCCOP(=O)(O*)Oc3ccc(Br)cc3)cc2)cc1,0.35394137,59,2,22,8,0,3,train
1943,522894499,*Nc1ccccc1-c1cccc2c(-c3ccccc3N*)cccc12,0.35396879,38,2,22,0,2,0,train
3626,984722345,*C(=O)OCCCCCCCCCOC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,0.34843599,54,2,25,6,1,4,train
4735,1276410560,*c1ccc2c(c1)C(=O)N(c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,0.33986713,141,2,39,6,4,6,train
1832,494975376,*c1cccc(C(c2ccccc2)(c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)C(F)(F)F)c1,0.38438296,88,2,36,5,2,4,train
3646,990726873,*Nc1cc(NC(=O)c2cc(OCCCN(C)c3ccc(N=Nc4ccc(S(C)(=O)=O)cc4)cc3)cc(C(*)=O)c2)cc(C(=O)OCCCN(C)c2ccc(N=Nc3ccc(S(C)(=O)=O)cc3)cc2)c1,0.3639981,125,2,49,9,8,9,train
2127,575704525,*CC(*)c1ccc(C(=O)OCCCC)cc1,0.37961206,26,2,13,2,0,1,train
6443,1748848667,*c1cc(CC(=O)OCC)c(*)s1,0.394744,22,2,8,2,0,1,train
97,25748429,*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,0.38793304,61,2,25,4,2,4,train
1366,368968267,*CCN(CCOC(=O)c1ccc(C(=O)O*)c(OCCC)c1)c1ccc(N=Nc2ccc(-c3nc4cc([N+](=O)[O-])ccc4[nH]3)cc2)cc1,0.35758422,91,2,34,7,6,4,train
1680,453918545,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3cc(-c4ccc(OC)cc4)cc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)n3)cc1)C2=O,0.38734029,98,2,41,6,3,5,train
6001,1628056427,*c1ccc2c(c1)C(=O)N(c1cccc(C(O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,0.39990729,124,2,39,7,2,4,train
5251,1424387141,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)cc3)cc1)C2=O,0.35411311,116,2,35,5,2,4,train
7052,1906044444,*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6nnc(*)c7c(-c8ccc(F)cc8)c(-c8ccc(F)cc8)c(-c8ccc(F)cc8)c(-c8ccc(F)cc8)c67)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,0.41682374,139,2,69,2,2,0,train
7125,1924892938,*Oc1ccc(NC(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(C6(c7ccc(*)cc7)CC7CCC6C7)cc5)cc4)cc3)cc2)cc1,0.37041679,98,2,45,6,2,4,train
1105,296709911,*Nc1ccc(C(c2ccc(N)cc2)(c2ccc(N)cc2)[C@H]2CC[C@H](N*)CC2)cc1,0.37489694,59,2,25,0,4,0,train
7960,2144407419,*NC1=C2C=Cc3ccc(N*)c4c3[C@@H]2C(=CC1)C=C4,0.33652131,41,2,16,0,2,4,train
1593,429737042,*c1ccc2oc(-c3ccc(C(c4ccccc4)(c4ccc(-c5nc6cc(C(*)(C(F)(F)F)C(F)(F)F)ccc6o5)cc4)C(F)(F)F)cc3)nc2c1,0.43912224,96,2,37,2,2,0,train
227,66714118,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,0.36875438,77,2,34,7,2,4,train
4696,1264684812,*CC(*)c1cc(C(=O)Oc2ccc(OC)cc2)ccc1C(=O)Oc1ccc(OC)cc1,0.34367981,52,2,24,6,0,2,train
3005,816523902,*CC(*)OC(=O)c1ccncc1,0.34235599,20,2,8,2,1,1,train
7153,1931802720,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,0.351413,62,2,30,7,1,4,train
81,21520341,*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C)CC2)cc1,0.37589597,62,2,28,3,2,3,train
5726,1553956004,*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,0.37375949,57,2,22,4,2,4,train
4920,1333596225,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3C)c(C)c1)C2=O,0.39115299,76,2,31,5,2,5,train
1602,431834567,*CC(*)(C)C(=O)OCCCCCCc1ccc(N=Nc2ccc(OC(F)(F)F)cc2)cc1,0.36108556,53,2,23,3,2,2,train
6938,1877302307,*CC(C)(C)COC(=O)NC(=O)c1ccc(C(=O)NC(=O)O*)cc1,0.31265064,45,2,15,6,2,4,train
6013,1631230577,*Nc1cc2c(cc(N*)c3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c32)c2ccccc12,0.37324607,78,2,42,0,2,0,train
6701,1815907027,*OP(=O)(Oc1ccccc1)Oc1ccc(C(C)(C)c2ccc(*)cc2)cc1,0.35305401,47,2,21,4,0,1,train
3737,1014358426,*c1ccc2c(c1)Sc1cc(-c3ccc(-c4ccc(*)s4)s3)ccc1N2CCCCCCCCCCCC,0.45700932,58,2,31,0,1,0,train
5918,1606377766,*CC1CCC(CNC(=O)CCCCCCCCC(=O)N*)CC1,0.35003033,34,2,18,2,2,2,train
829,231654446,*Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5ccc(-c6ccc(*)cc6)cc5)cc4)ccc3c2)cc1,0.37364004,79,2,34,6,0,4,train
3052,828636202,*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C(*)=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,0.3631737,70,2,29,4,2,4,train
5845,1584656772,*Oc1ccc(C(C)(C)c2ccc(OP3(Oc4ccc(C(=O)OCCC)cc4)=NP(Oc4ccc(C(=O)OCCC)cc4)(Oc4ccc(C(=O)OCCC)cc4)=NP(*)(Oc4ccc(C(=O)OCCC)cc4)=N3)cc2)cc1,0.35923565,132,2,55,14,3,7,train
3269,893298020,*CC(*)c1ccc(COCCOCC)cc1,0.37466356,23,2,13,2,0,0,train
1326,358272082,*Nc1c(N)c(O)c2c(c1N*)CN(O)N=C2,0.30616083,30,2,8,2,5,1,train
3554,972068859,*CCCCCCOC(=O)CCCCCCCCCCCCCCCCCCC(=O)OCCCCCCN1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,0.36103038,97,2,48,10,2,8,train
7695,2074410152,*CC(*)(C)C(=O)OC1CCCCC1C,0.37813807,24,2,11,2,0,1,train
6851,1857030958,*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6c5)cc4C3=O)cc2)cc1,0.37497844,91,2,41,6,2,4,train
7289,1968819662,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C=C4CCCCC(=Cc5ccc(Oc6ccc(S(=O)(=O)c7ccc(Oc8ccc(C(C)(C)c9ccc(*)cc9)cc8)cc7)cc6)cc5)C4=O)cc3)cc2)cc1,0.37593554,128,2,60,9,0,7,train
7263,1961335797,*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6nnc(*)c7c(-c8ccccc8)c(-c8ccc9ccccc9c8)c(-c8ccc9ccccc9c8)c(-c8ccccc8)c67)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,0.41100116,139,2,77,2,2,0,train
5232,1420737735,*N[C@@H](CCCC(=O)[C@](N)(CS)C(=O)O)C(=O)[C@@](CS)(N*)C(=O)O,0.30543387,59,2,12,6,3,4,train
2157,584252027,*CCCCCCCCCCOC(=O)O*,0.36904474,19,2,11,3,0,1,train
3112,843894109,*Nc1ccc(C(c2ccc(N*)cc2)=c2ccc(=C)cc2)cc1,0.364906,40,2,20,0,2,2,train
2959,804037111,*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,0.36475946,26,2,9,2,0,1,train
2363,642673445,*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3cccc(NC(=O)CCCCCCC(=O)Nc4cccc(O*)c4)c3)cc2)cc1,0.33977526,83,2,41,8,2,2,train
7777,2097907422,*c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Oc4ccc(Sc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,0.37984664,110,2,41,5,2,4,train
4876,1321194504,*CC(*)P(=O)(c1ccccc1)c1ccccc1,0.38231193,29,2,14,1,0,1,train
6363,1723225912,*Nc1ccc(-c2ccc(N*)c(-c3ccccc3)c2C)c(C)c1-c1ccccc1,0.37354711,49,2,26,0,2,0,train
2601,707258420,*CC(*)C(=O)OCCCOCC,0.3584849,18,2,8,3,0,1,train
6709,1818051082,*Nc1ccc(Cc2cc(Cc3ccc(N*)c(Cc4ccc(N)cc4)c3)ccc2N)cc1,0.35357307,51,2,27,0,4,0,train
7762,2092210478,*c1ccc(-c2sc(-c3cc(CCCCCCCCCCCC)c(*)s3)cc2CCCCCCCCCCCC)cc1,0.41997349,58,2,38,0,0,0,train
4933,1336700268,*Oc1ccc(-c2ccc(OC(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(C(*)=O)cc7)cc6)CCC(C(C)(C)C)CC5)cc4)cc3)cc2C)c(C)c1,0.37755445,101,2,50,6,0,2,train
1573,424246919,*Nc1ccc(-c2c(-c3cccc4ccccc34)c(-c3cccc4ccccc34)c(N*)c(-c3cccc4ccccc34)c2-c2cccc3ccccc23)cc1,0.37854395,91,2,52,0,2,0,train
6711,1818810158,*CCCCCCCCOc1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(O*)c3)cc2)c1,0.34707685,54,2,28,4,2,2,train
3265,890512503,*CC(*)(C)C(=O)OC1CC(C)CCC1C(C)C,0.38071685,31,2,14,2,0,1,train
237,68342514,*CC(*)(C)C(=O)OCCN(C)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,0.35608042,56,2,21,4,2,3,train
1622,436095263,*CC(*)(C)C(=O)OCCN(CCCC)c1ccc(N=Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)cc1,0.36999432,64,2,25,4,5,4,train
3083,837604570,*CCCCOCCCCOCCCCOC(=O)c1ccc(N=Cc2cc(OCCC(C)CCCC(C)C)c(C=Nc3ccc(C(=O)O*)cc3)cc2OCCC(C)CCCC(C)C)cc1,0.37606592,96,2,54,8,2,4,train
1089,293886642,*c1ccc(*)s1,0.49681739,11,2,4,0,0,0,train
695,193475796,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,0.36194506,77,2,34,6,2,4,train
3337,914466551,*CC(*)OC(=O)c1ccc(-c2ccccc2)cc1,0.35360889,31,2,15,2,0,1,train
902,250587037,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C(c7ccccc7)(c7ccccc7)c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,0.39689903,131,2,63,8,2,4,train
7494,2025276311,*C/C=C\C[Si](*)(C)CCCOc1ccc(-c2ccccc2)cc1,0.36376356,41,2,20,1,0,1,train
4195,1134713599,*Nc1ccc(N*)c2c(=O)n([C@H]3C(=O)NC(=O)[C@@H](N)C3(N)N)c(C)nc12,0.34495062,61,2,14,3,8,3,train
1662,446600296,*O[Si](*)(C)CCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,0.35092558,44,2,18,5,0,1,train
2317,633021524,*N=P(*)(OCCCCCCCC)OCCCCCCCC,0.41038222,27,2,16,2,1,1,train
3710,1005375030,*O[Si](Oc1ccc(C2(c3ccc(*)cc3)c3ccccc3-c3ccccc32)cc1)(c1ccccc1)c1ccccc1,0.41378255,70,2,37,2,0,0,train
2786,757729082,*Oc1ccc(C(=Cc2ccc(-c3ccc(C=C(c4ccccc4)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)cc2)c2ccccc2)cc1,0.37719758,91,2,48,4,0,4,train
1485,398390180,*CC(*)(CC(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC,0.38527679,39,2,23,4,0,2,train
2851,777120719,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5ncc(*)o5)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,0.39644075,93,2,32,3,1,0,train
2054,553763789,*Nc1cc(C)c(Cc2ccc(CCCCCCCCCCCCCCCCCCCc3ccc(Cc4c(C)cc(N*)cc4C)cc3)cc2)c(C)c1,0.35973835,75,2,49,0,2,0,train
3256,888408662,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(C(C)(C)c7ccc(Oc8ccc(C(=O)Nc9ccc(*)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.36526252,131,2,62,8,2,4,train
326,91718962,*OC(CCC)CCC(C(*)=O)C1OCCCO1,0.36177328,27,2,12,4,0,1,train
613,169832897,*CC(*)C(=O)c1ccc(Br)c(OC)c1,0.37684712,27,2,10,2,0,1,train
7827,2107751440,*Nc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(N)ccc2-c2ccc(N*)cc21,0.38616703,55,2,26,0,3,0,train
2168,587553432,*Oc1ccc(-c2ccc(NC(=O)c3cc(C(=O)Nc4ccc(-c5ccc(Oc6ccc(C(c7ccc(*)cc7)(C(F)(F)F)C(F)(F)F)cc6)c(C(F)(F)F)c5)cc4)cc(C(C)(C)C)c3)cc2)cc1C(F)(F)F,0.37054632,137,2,53,4,2,2,train
5613,1523167762,*CC(*)C(=O)NC(C)(C)CC(C)=O,0.33505306,26,2,9,2,1,2,train
6064,1645416728,*CCC1C[N+](C)(C)CC1*,0.77709707,20,2,8,0,1,0,train
5458,1480945963,*CC(CSCCC)O*,0.41871813,12,2,6,1,0,0,train
4828,1304546254,*C=CC1CC(*)C2C(=O)N(CCCCCCC)C(=O)C12,0.36908283,36,2,16,2,1,3,train
7090,1916892964,*CC(O)CN(CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)c1ccc(C#N)cc1,0.35785256,59,2,28,4,2,0,train
6883,1864581969,*CC(*)C(=O)N(C)C,0.34373514,16,2,5,1,1,1,train
7199,1945309092,*OC(C)COCC(C)OC(=O)c1ccccc1C(*)=O,0.3500213,33,2,14,5,0,2,train
451,125846951,*CC(*)c1cc(C(=O)Oc2ccc(OCCCCCCCCCCCCCC)cc2)ccc1C(=O)Oc1ccc(OCCCCCCCCCCCCCC)cc1,0.38047103,78,2,50,6,0,2,train
4423,1190953274,*CCCCCCCCCCNC(=O)c1ccc(C(=O)N*)c(Sc2ccccc2)c1,0.36364477,45,2,23,2,2,2,train
843,234724783,*Nc1ccc2c(c1)-c1cc(N*)ccc1C21c2ccc(N)cc2-c2cc(N)ccc21,0.38703609,53,2,25,0,4,0,train
1195,320070845,*Nc1ccc(-c2ccc(N*)c(-c3ccc(C(C)(C)C)cc3)c2)cc1,0.35848188,46,2,22,0,2,0,train
46,11894206,*CC(*)C(=O)Oc1ccccc1C,0.35783052,21,2,10,2,0,1,train
7366,1988158741,*NC1=C(c2c(N*)ccc3ccccc23)[C@@H]2C=CC=CC2=CC1,0.35485105,45,2,20,0,2,4,train
6986,1888885498,*N=P(*)(OCC=Cc1ccccc1)OCC=Cc1ccccc1,0.36094292,35,2,18,2,1,3,train
